department,id,name,prerequisite,SBC,credits
POL: Political Science,POL 489, Washington or Albany Internship,Prerequisites: Completion of pre-application orientation; admission to Washington Center or NY State Assembly or Senate Program; POL major or minor; 3.00 g.p.a.; 15 credits in POL; sponsorship of a political science faculty member,,1
POL: Political Science,POL 490, Washington or Albany Seminar,Prerequisites: Completion of pre-application orientation; admission to Washington Center or NY State Assembly or Senate Program; POL major or minor; 3.00 g.p.a.; 15 credits in POL; sponsorship of a political science faculty member,,3
POL: Political Science,POL 495, Senior Honors Project in Political Science,Prerequisite: Admission to the political science honors program,No fulfillments,3
POL: Political Science,POL 496, Senior Honors Project in Political Science,No prerequisite,,3
POR: Portuguese,POR 111, Elementary Portuguese I,No prerequisite,LANG,4
POR: Portuguese,POR 112, Elementary Portuguese II,Prerequisite: C or better in POR 111 or instructor consent,,4
POR: Portuguese,POR 411, Portuguese for Spanish Speakers,Prerequisite: SPN 321 or permission of the department,,3
PSY: Psychology,PSY 103, Introduction to Psychology,No prerequisite,,3
PSY: Psychology,PSY 201, Statistical Methods in Psychology,Prerequisites: PSY 103; satisfaction completion of QPS or Level 2+ or higher on the mathematics placement examination,,3
PSY: Psychology,PSY 220, Survey in Developmental Psychology,Prerequisite: PSY 103,,3
PSY: Psychology,PSY 230, Survey in Abnormal and Clinical Psychology,Prerequisite: PSY 103,,3
PSY: Psychology,PSY 240, Survey in Social Psychology,Prerequisite: PSY 103,,3
PSY: Psychology,PSY 250, Survey in Biopsychology,Prerequisite: PSY 103 or ANP 101 or BIO 203,,3
PSY: Psychology,PSY 260, Survey in Cognition and Perception,Prerequisite: PSY 103,,3
PSY: Psychology,PSY 273, Supervised Research in Psychology,Prerequisite: Permission of instructor,,0
PSY: Psychology,PSY 283, Applications and Community Service,Prerequisite: Permission of instructor,,1
PSY: Psychology,PSY 301, Advanced Statistics,Prerequisite: PSY 201 or any other course satisfying the department's statistics requirement,No fulfillments,3
PSY: Psychology,PSY 310, Research and Writing in Psychology,Prerequisites: Psychology major; PSY 103; C or better in PSY 201 or any other course satisfying the department's statistics requirement,,4
PSY: Psychology,PSY 325, Children's Cognitive Development,Prerequisite: PSY 220 or PSY 230 or PSY 240 or PSY 260,No fulfillments,3
PSY: Psychology,PSY 326, Children's Social and Emotional Development,Prerequisite: PSY 220 or PSY 230 or PSY 240,No fulfillments,3
PSY: Psychology,PSY 327, Human Growth and Development in the Educational Context,Prerequisite: permission of the instructor or admission to the teacher education program,No fulfillments,3
PSY: Psychology,PSY 329, Special Topics in Developmental Psychology,Prerequisite: PSY 220 or PSY 230 or PSY 240,No fulfillments,3
PSY: Psychology,PSY 333, Mood Disorders,Prerequisite: PSY 230,No fulfillments,3
PSY: Psychology,PSY 334, Autism Spectrum Disorders,Prerequisite: PSY 230,,3
PSY: Psychology,PSY 338, Abnormal Child Psychology,Prerequisite: PSY 220 or PSY 230 or PSY 240,No fulfillments,3
PSY: Psychology,PSY 339, Special Topics in Clinical Psychology,Prerequisite: PSY 220 or PSY 230 or PSY 240,No fulfillments,3
PSY: Psychology,PSY 341, Psychology of Prejudice,Prerequisite: PSY 220 or PSY 230 or PSY 240 or PSY 250 or PSY 260,No fulfillments,3
PSY: Psychology,PSY 342, Psychology of Women's Health,Prerequisite: PSY 220 or PSY 230 or PSY 240,,3
PSY: Psychology,PSY 345, Theories of Personality,Prerequisite: PSY 220 or PSY 230 or PSY 240,No fulfillments,3
PSY: Psychology,PSY 346, Health Psychology,Prerequisite: PSY 103,No fulfillments,3
PSY: Psychology,PSY 347, Psychology of Women,"Prerequisite: WST major or minor; or one of the following: WST 102, WST 103, PSY 103, WST/SOC 247",,3
PSY: Psychology,PSY 348, Special Topics in Social Psychology,Prerequisite: PSY 220 or PSY 230 or PSY 240,No fulfillments,3
PSY: Psychology,PSY 349, Special Topics in Social Psychology,Prerequisite: PSY 220 or PSY 230 or PSY 240,No fulfillments,3
PSY: Psychology,PSY 354, Neurobiology of Learning and Memory,Prerequisite: PSY 250 or BIO 202 or BIO 203 or BIO 208,No fulfillments,3
PSY: Psychology,PSY 355, Human Brain Function,Prerequisite: PSY 250 or BIO 208 or BIO 338,No fulfillments,3
PSY: Psychology,PSY 356, Physiological Psychology,Prerequisite: PSY 250 or BIO 202 or BIO 203 or BIO 208,No fulfillments,3
PSY: Psychology,PSY 357, Animal Learning,Prerequisite: PSY 250 or PSY 260,No fulfillments,3
PSY: Psychology,PSY 358, Special Topics in Biopsychology,Prerequisite: PSY 250 or BIO 202 or BIO 203 or BIO 208,No fulfillments,3
PSY: Psychology,PSY 359, Special Topics in Biopsychology,Prerequisite: PSY 250 or BIO 202 or BIO 203 or BIO 208,No fulfillments,3
PSY: Psychology,PSY 364, Judgment and Decision Making,Prerequisite: PSY 250 or PSY 260,No fulfillments,3
PSY: Psychology,PSY 365, The Psychology of Language,Prerequisite: PSY 250 or PSY 260,No fulfillments,3
PSY: Psychology,PSY 366, Human Problem Solving,Prerequisite: PSY 250 or PSY 260,No fulfillments,3
PSY: Psychology,PSY 367, Memory,Prerequisite: PSY 250 or PSY 260,No fulfillments,3
PSY: Psychology,PSY 368, Sensation and Perception,Prerequisite: PSY 250 or PSY 260,No fulfillments,3
PSY: Psychology,PSY 369, Special Topics in Cognition and Perception,Prerequisite: PSY 250 or PSY 260,No fulfillments,3
PSY: Psychology,PSY 375, History and Systems of Psychology,Prerequisite: PSY 220 or PSY 230 or PSY 240 or PSY 250 or PSY 260,No fulfillments,3
PSY: Psychology,PSY 380, Research Lab,Prerequisite: PSY 103 and PSY 201 or equivalent,No fulfillments,4
PSY: Psychology,PSY 382, Research Lab,Prerequisite: PSY 103 and PSY 201 or equivalent,,4
PSY: Psychology,PSY 386, Research Lab,Prerequisite: PSY 310,No fulfillments,4
PSY: Psychology,PSY 389, Research Lab,Prerequisite: PSY 310,No fulfillments,4
PSY: Psychology,PSY 444, Experiential Learning,Prerequisite: WRT 102 or equivalent; permission of the instructor and approval of the EXP+ contract (http://sb.cc.stonybrook.edu/bulletin/current/policiesandregulations/degree_requirements/EXPplus.php),,0
PSY: Psychology,PSY 447, Readings in Psychology,Prerequisite: permission of instructor,No fulfillments,1
PSY: Psychology,PSY 459, Write Effectively in Psychology,Prerequisite: WRT 102; permission of the instructor,,0
PSY: Psychology,PSY 475, Undergraduate Teaching Practicum I,Prerequisite: permission of instructor,,3
PSY: Psychology,PSY 476, Undergraduate Teaching Practicum II,Prerequisite: permission of instructor,,3
PSY: Psychology,PSY 487, Independent Research in Psychology,Prerequisite: PSY 273; permission of instructor and department,,0
PSY: Psychology,PSY 488, Internship,Prerequisite: permission of the supervising faculty member and undergraduate director,,0
PSY: Psychology,PSY 491, Advanced Seminar in Psychology,Prerequisites: PSY 310; permission of instructor,No fulfillments,1
PSY: Psychology,PSY 492, Advanced Seminar in Psychology,Prerequisites: PSY 310; permission of instructor,No fulfillments,1
PSY: Psychology,PSY 495, Senior Honors Seminar,Prerequisite: permission of department,,1
PSY: Psychology,PSY 496, Senior Honors Seminar,Prerequisite: PSY 495; permission of department,,1
RLS: Religious Studies,RLS 101, Western Religions,No prerequisite,,3
RLS: Religious Studies,RLS 102, Eastern Religions,No prerequisite,,3
RLS: Religious Studies,RLS 240, Confucianism and Daoism,No prerequisite,,3
RLS: Religious Studies,RLS 256, Hinduism,No prerequisite,,3
RLS: Religious Studies,RLS 260, Buddhism,No prerequisite,,3
RLS: Religious Studies,RLS 270, Christianity,No prerequisite,,3
RLS: Religious Studies,RLS 280, Islam,No prerequisite,,3
RLS: Religious Studies,RLS 287, Islam in China,No prerequisite,,3
RLS: Religious Studies,RLS 366, Feminine Spirituality,No prerequisite,,3
RLS: Religious Studies,RLS 367, Meditation and Enlightenment,No prerequisite,,3
RLS: Religious Studies,RLS 368, Yoga,No prerequisite,,3
RLS: Religious Studies,RLS 380, Islamic Classics,No prerequisite,,3
RLS: Religious Studies,RLS 382, Japanese Buddhism,No prerequisite,,3
RLS: Religious Studies,RLS 387, Islam and Confucianism,No prerequisite,,3
RLS: Religious Studies,RLS 444, Experiential Learning,Prerequisite: WRT 102 or equivalent; permission of the instructor and approval of the EXP+ contract (http://sb.cc.stonybrook.edu/bulletin/current/policiesandregulations/degree_requirements/EXPplus.php),,0
RLS: Religious Studies,RLS 447, Readings in Religious Studies,Prerequisite: Permission of program coordinator,No fulfillments,1
RLS: Religious Studies,RLS 459, Write Effectively in Religious Studies,Prerequisite: WRT 102; permission of the instructor,,0
RLS: Religious Studies,RLS 475, Undergraduate Teaching Practicum,Prerequisites: U4 standing in religious studies major; permission of instructor and program director,,3
HUL: Romance Languages,HUL 324, Romance Linguistics,"Pre- or corequisite: One of the following: FRN 312, ITL 312, LAT 112, SPN 312",,3
RUS: Russian Language and Literature,RUS 101, Intensive Elementary Russian,No prerequisite,,6
RUS: Russian Language and Literature,RUS 111, Elementary Russian I,No prerequisite,LANG,4
RUS: Russian Language and Literature,RUS 112, Elementary Russian II,Prerequisite: C or better in RUS 111 or placement into 112. See http://www.stonybrook.edu/commcms/llrc/placement_challenge_exams/placement_exam.html for more information.,,4
RUS: Russian Language and Literature,RUS 211, Intermediate Russian I,Prerequisite: RUS 112 or placement into 211. See http://www.stonybrook.edu/commcms/llrc/placement_challenge_exams/placement_exam.html for more information.,,3
RUS: Russian Language and Literature,RUS 212, Intermediate Russian II,Prerequisite: RUS 211 or placement into 212. See http://www.stonybrook.edu/commcms/llrc/placement_challenge_exams/placement_exam.html for more information.,,3
RUS: Russian Language and Literature,RUS 213, Intermediate Russian for Students of Russian-Speaking Background,Prerequisite: Native-speaking proficiency in Russian,,3
RUS: Russian Language and Literature,RUS 311, Russian Conversation and Composition,Prerequisites: RUS 212 or 213; permission of instructor required for students of Russian-speaking background,,3
RUS: Russian Language and Literature,RUS 312, Russian Conversation and Composition,Prerequisites: RUS 212 or 213; permission of instructor required for students of Russian-speaking background,,3
RUS: Russian Language and Literature,RUS 323, Russian Literary Texts,Prerequisite: RUS 312 or equivalent proficiency in Russian,,3
RUS: Russian Language and Literature,RUS 331, Contemporary Russian Literacy,"Prerequisites: RUS 212 and 213, or equivalent",,3
RUS: Russian Language and Literature,RUS 332, Professional Russian,"Prerequisites: RUS 212 and 213, or equivalent",No fulfillments,3
RUS: Russian Language and Literature,RUS 411, Advanced Russian I (Fourth-year),Prerequisite: RUS 312 or equivalent,,3
RUS: Russian Language and Literature,RUS 412, Advanced Russian II (Fourth-year),Prerequisite: RUS 411 or equivalent,,3
RUS: Russian Language and Literature,RUS 439, Structure of Russian,Prerequisite: RUS 212 or equivalent proficiency in Russian,,3
RUS: Russian Language and Literature,RUS 444, Experiential Learning,Prerequisite: WRT 102 or equivalent; permission of the instructor and approval of the EXP+ contract (http://sb.cc.stonybrook.edu/bulletin/current/policiesandregulations/degree_requirements/EXPplus.php),,0
RUS: Russian Language and Literature,RUS 447, Directed Readings in Russian,"Prerequisites: RUS 311, 312 or equivalent proficiency in Russian; a 300- or 400-level course in Russian literature; permission of instructor and department",,1
RUS: Russian Language and Literature,RUS 475, Undergraduate Teaching Practicum in Russian I,Prerequisites: Fluency in Russian; permission of instructor and department,,3
RUS: Russian Language and Literature,RUS 476, Undergraduate Teaching Practicum in Russian II,Prerequisites: Fluency in Russian; permission of instructor and department,,3
RUS: Russian Language and Literature,RUS 491, Special Author,"Prerequisites: HUR 141, 142; RUS 312 or equivalent proficiency in Russian",,3
RUS: Russian Language and Literature,RUS 492, Special Genre or Period,"Prerequisites: HUR 141, 142; RUS 312 or equivalent proficiency in Russian",,3
RUS: Russian Language and Literature,RUS 495, Senior Honors Project in Russian,Prerequisite: Permission of department,,3
HUR: Russian Literature and Culture Courses in English,HUR 141, The Age of Empire,No prerequisite,,3
HUR: Russian Literature and Culture Courses in English,HUR 142, Culture and Revolution,No prerequisite,,3
HUR: Russian Literature and Culture Courses in English,HUR 231, Saints and Fools,No prerequisite,,3
HUR: Russian Literature and Culture Courses in English,HUR 232, Rebels and Tyrants,No prerequisite,,3
HUR: Russian Literature and Culture Courses in English,HUR 235, Crime and Punishment in World Literature,No prerequisite,,3
HUR: Russian Literature and Culture Courses in English,HUR 241, Russian Cinema,No prerequisite,,3
HUR: Russian Literature and Culture Courses in English,HUR 249, Russia Today,No prerequisite,,3
HUR: Russian Literature and Culture Courses in English,HUR 341, Russian Literature and the West,Prerequisite: U3 or U4 standing,,3
HUR: Russian Literature and Culture Courses in English,HUR 393, Literary Analysis of Russian Texts,Prerequisite: One literature course at the 200 level or higher,,3
HUR: Russian Literature and Culture Courses in English,HUR 475, Undergraduate Teaching Practicum I,Prerequisite: U3 or U4 standing; permission of instructor and language coordinator,,3
HUR: Russian Literature and Culture Courses in English,HUR 476, Undergraduate Teaching Practicum II,Prerequisite: U3 or U4 standing; permission of instructor and language coordinator,,3
SKT: Sanskrit,SKT 111, Elementary Sanskrit I,No prerequisite,LANG,4
SKT: Sanskrit,SKT 112, Elementary Sanskrit II,Prerequisite: C or better in SKT 111,,4
CEF: School of Professional Development,CEF 347, Introduction to Special Education,No prerequisite,No fulfillments,3
SCI: Science Teacher Preparation,SCI 410, Pedagogy and Methods for Science Education I,Prerequisites: Acceptance to a Science Teacher Preparation program; minimum G.P.A. of 2.75,No fulfillments,3
SCI: Science Teacher Preparation,SCI 420, Pedagogy and Methods for Science Education II,Prerequisites: C or higher in SCI 410; satisfactory completion of SCI 449; minimum G.P.A. of 2.75,,3
SCI: Science Teacher Preparation,SCI 447, Directed Readings in Science Education,Prerequisite: Permission of the science education program,No fulfillments,1
SCI: Science Teacher Preparation,SCI 449," Field Experience, Grades 7-12",Prerequisites: Acceptance to a Science Teacher Preparation program; minimum G.P.A. of 2.75,No fulfillments,1
